,Pos,Name,BV,SV,Team,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts
560,G,Matthews,3.9,3.9,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.036,0.0,0.0,1.0,0.04,1.0,0.039,1,0.04
561,D,Drameh,3.9,3.9,Leeds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
562,D,Cresswell,4.0,4.0,Leeds,6.0,0.244,5.0,0.0,3.8,0.19,6.0,0.223,2.0,0.053,1.1,0.062,1.65,0.095,2,0.044
563,F,Kean,6.0,6.0,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
564,D,Dodgson,3.9,3.9,Burnley,0.0,0.0,0.3333333333333333,0.0,1.0,0.021,1.11,0.028,1.0,0.02,0.8133333333333335,0.041,0.4066666666666667,0.032,4,0.094
565,M,Doyle,4.5,4.5,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
566,D,Lyanco,4.4,4.4,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555,0.031,9,0.278
567,F,Archer,4.5,4.5,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
568,D,Stevens,3.9,3.9,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.04,2,0.082
569,D,Nkounkou,4.0,4.0,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
570,G,Lonergan,4.0,4.0,Everton,0.0,0.0,1.0,0.0,1.0,0.037,0.03,0.001,0.0,0.0,0.3275,0.0509999999999999,0.6550000000000001,0.1009999999999999,1,0.042
571,G,Okonkwo,3.9,3.9,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
572,G,Jakupovic,4.0,4.0,Leicester,0.0,0.0,0.0,0.0,0.2575,0.042,0.27,0.039,1.0,0.044,0.3933333333333333,0.043,0.3933333333333333,0.049,1,0.039
573,G,Elliot,4.0,4.0,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.044,0,0.0
574,M,Lennon,4.9,4.9,Burnley,65.5,4.615,37.333333333333336,0.0,62.61,2.092,64.28,2.31,25.5,0.927,20.33333333333333,1.953,21.146666666666665,2.375,51,1.775
575,M,McCarron,4.4,4.4,Leeds,1.0,0.082,1.0,0.0,0.55,0.044,1.0,0.044,0.0,0.0,0.55,0.045,0.55,0.045,1,0.041
576,F,Gelhardt,4.6,4.6,Leeds,3.5,0.344,2.15,0.0,1.15,0.1129999999999999,2.0,0.113,3.0,0.147,1.65,0.177,1.65,0.172,4,0.193
577,M,Cornet,5.9,5.9,Burnley,74.0,6.017,47.0,0.0,83.37,2.9870000000000005,75.59,3.098,32.5,1.428,25.620000000000005,2.639,26.433333333333337,3.3840000000000003,64,2.414
578,F,Ronaldo,12.5,12.5,Man Utd,79.0,5.431,73.0,0.0,70.0,2.89,66.0,4.44,7.0,0.314,64.0,5.034,65.0,4.366,63,5.132
579,D,Kabak,4.3,4.3,Norwich,1.0,0.014,4.0,0.0,3.075,0.2,2.545,0.128,0.0,0.0,2.725,0.133,3.27,0.213,9,0.187
580,M,Normann,4.5,4.5,Norwich,34.0,1.094,31.0,0.0,13.98,1.083,16.04,1.152,3.0,0.065,20.165,1.336,17.44,1.292,32,1.06
581,M,Vlasic,5.6,5.6,West Ham,9.0,0.563,11.0,0.0,13.0,0.631,14.0,0.871,1.0,0.029,17.0,1.095,15.0,0.883,17,1.12
582,F,Hwang,5.4,5.4,Wolves,40.0,3.622,37.0,0.0,70.0,3.103,34.7,2.924,62.0,2.991,36.85,3.261,34.65,2.993,63,2.154
583,D,Cucurella,5.1,5.1,Brighton,88.0,4.472,82.0,0.0,85.0,3.326,44.01,2.343,5.0,0.076,42.18,4.5280000000000005,42.735,2.4330000000000003,76,2.257
584,D,Roberts,4.5,4.5,Burnley,60.0,3.789,41.66666666666666,0.0,65.94,1.603,70.6,2.44,26.5,0.942,22.77333333333333,1.371,22.366666666666664,2.513,59,1.512
585,F,Edouard,6.5,6.5,Crystal Palace,57.0,5.8870000000000005,53.0,0.0,57.0,2.706,53.0,2.163,18.55,0.947,55.0,2.792,52.0,2.772,51,2.738
586,M,Lookman,6.0,6.0,Leicester,49.0,2.24,47.0,0.0,12.6675,2.752,12.1375,2.04,44.0,2.366,18.486666666666665,2.341,17.30666666666667,2.656,44,2.187
587,D,Emerson Royal,4.9,4.9,Spurs,42.5,2.961,40.0,0.0,41.0,2.057,49.18,1.603,4.0,0.16,16.673333333333332,2.518,15.046666666666669,1.811,33,1.677
588,M,Kral,4.4,4.4,West Ham,1.0,0.04,5.0,0.0,5.0,0.176,4.0,0.158,0.0,0.0,7.0,0.278,8.0,0.308,9,0.373
589,D,Tomiyasu,4.6,4.6,Arsenal,50.0,4.955,0.0,0.0,96.0,4.047,93.0,3.837,74.0,2.773,22.42,3.344,22.42,3.934,73,2.725
590,F,Rondón,6.0,6.0,Everton,3.0,0.176,3.0,0.0,4.42,0.228,4.09,0.238,0.0,0.0,1.6375,0.328,0.9825,0.2,5,0.325
591,M,Saúl,4.9,4.9,Chelsea,10.0,0.51,0.0,0.0,11.22,0.5730000000000001,7.11,0.8160000000000001,0.0,0.0,5.61,0.619,6.12,0.634,16,0.84
592,G,Carson,3.9,3.9,Man City,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1,0.051
593,D,Zanka,4.5,4.5,Brentford,0.0,0.0,22.0,0.0,38.0,1.57,39.0,1.81,44.0,1.325,45.0,0.897,48.0,1.69,44,1.7
594,F,Locadia,4.4,4.4,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
595,G,Sinisalo,4.0,4.0,Aston Villa,0.0,0.0,0.0,0.0,0.0333333333333333,0.004,1.22,0.048,2.0,0.079,0.4033333333333334,0.05,0.8066666666666668,0.098,1,0.036
596,M,Markanday,4.5,4.5,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
597,D,Omole,3.9,3.9,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.002,0.0,0.0,0.4066666666666667,0.036,0.0,0.0,1,0.032
598,M,White,4.4,4.4,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
599,M,Kenneh,4.4,4.4,Leeds,1.0,0.093,0.55,0.0,0.5,0.048,1.0,0.05,1.0,0.046,0.0,0.0,1.1,0.1,2,0.091
600,M,McKinstry,4.3,4.3,Leeds,1.0,0.093,0.55,0.0,0.5,0.048,0.0,0.0,0.0,0.0,1.1,0.101,0.55,0.05,1,0.046
601,F,Simms,4.5,4.5,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
602,D,Mbete,3.9,3.9,Man City,0.0,0.0,0.0,0.0,1.0,0.034,0.0,0.0,0.0,0.0,2.0,0.075,1.0,0.031,1,0.035
603,D,Wilson-Esbrand,3.9,3.9,Man City,0.0,0.0,1.0,0.0,1.0,0.034,0.0,0.0,0.0,0.0,1.0,0.037,1.0,0.031,1,0.035
604,M,Lavia,4.4,4.4,Man City,1.0,0.054,1.0,0.0,1.0,0.053,1.0,0.053,0.0,0.0,1.0,0.054,2.0,0.1,2,0.102
605,G,Bettinelli,4.0,4.0,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.046,0,0.0
606,F,Dobbin,4.5,4.5,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
607,D,Hjelde,4.0,4.0,Leeds,3.5,0.149,2.15,0.0,1.75,0.078,1.0,0.032,2.0,0.051,1.1,0.059,1.1,0.059,3,0.063
608,M,Anderson,4.5,4.5,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
609,D,Bogarde,4.0,4.0,Aston Villa,1.0,0.034,0.7000000000000001,0.0,0.7366666666666667,0.061,1.22,0.028,2.0,0.052,0.8066666666666668,0.06,1.6133333333333335,0.125,3,0.063
610,G,Moulden,4.0,4.0,Wolves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
611,M,Sarmiento,4.5,4.5,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555,0.048,0,0.0
612,M,Whitaker,4.5,4.5,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
613,M,Maghoma,4.5,4.5,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
614,G,Slicker,4.0,4.0,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.052,0.0,0.0,0,0.0
615,G,Tyrer,4.0,4.0,Everton,0.0,0.0,0.0,0.0,1.0,0.037,0.03,0.001,0.0,0.0,0.3275,0.0509999999999999,0.3275,0.052,2,0.084
616,D,Ashby,4.0,4.0,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.032,1.0,0.031,1,0.035
617,D,Nkoulou,4.4,4.4,Watford,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.097,5.0,0.159,31.9,0.801,32.45,2.062,55,2.113
618,G,Cox,4.0,4.0,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
619,M,Morton,4.5,4.5,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
620,G,Storer,4.0,4.0,Wolves,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.042,2.0,0.089,0.55,0.0499999999999999,0.55,0.0479999999999999,1,0.037
621,F,Tosun,5.0,5.0,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
622,D,Welch,4.0,4.0,Everton,1.0,0.025,2.0,0.0,3.23,0.072,2.06,0.062,0.0,0.0,0.0,0.0,0.3275,0.03,1,0.029
623,M,Bate,4.5,4.5,Leeds,1.0,0.093,0.05,0.0,0.5,0.048,0.0,0.0,0.0,0.0,0.55,0.051,0.55,0.051,1,0.046
624,M,Gordon,4.5,4.5,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
625,D,Bradley,4.0,4.0,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.033,0.0,0.0,0.525,0.038,0.0,0.0,2,0.065
626,D,Beck,4.0,4.0,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.033,0.0,0.0,0.525,0.038,2.1,0.099,2,0.065
627,M,Haygarth,4.5,4.5,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
628,M,McAtee,4.4,4.4,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
629,M,Onyango,4.5,4.5,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
630,M,Jenkins,4.5,4.5,Leeds,1.5,0.138,0.55,0.0,0.05,0.002,1.0,0.05,1.0,0.046,0.0,0.0,0.55,0.05,0,0.0
631,D,Jones,4.5,4.5,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.046,0.0,0.0,1.0,0.048,0.0,0.0,1,0.053
632,D,Morris,4.0,4.0,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.023,0.0,0.0,0.55,0.0139999999999999,0.55,0.028,1,0.03
633,M,Perkins,4.5,4.5,West Ham,0.0,0.0,1.0,0.0,2.0,0.09,1.0,0.05,0.0,0.0,2.0,0.101,3.0,0.143,5,0.251
634,D,Bueno,4.0,4.0,Wolves,0.5,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.032,0.0,0.0,1,0.021
635,M,Diallo,5.0,5.0,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
636,G,Lewis,3.9,3.9,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
637,M,Iroegbunam,4.5,4.5,Aston Villa,0.0,0.0,0.3999999999999999,0.0,0.4033333333333334,0.054,2.11,0.095,1.0,0.048,0.4033333333333334,0.051,0.4033333333333334,0.052,1,0.046
638,D,Daley-Campbell,4.0,4.0,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
639,F,Young-Coombes,4.5,4.5,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
640,G,Caballero,4.3,4.3,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.021,0.0,0.0,0.0,0.0,0,0.0
641,G,Angelini,4.0,4.0,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
642,D,Tomkinson,4.0,4.0,Norwich,0.0,0.0,0.0,0.0,0.5,0.03,0.0,0.0,0.0,0.0,0.545,0.025,0.545,0.032,1,0.019
643,D,Alese,4.0,4.0,West Ham,0.0,0.0,1.0,0.0,1.0,0.019,1.0,0.031,0.0,0.0,1.0,0.032,0.0,0.0,2,0.071
644,D,Nelson,4.0,4.0,Leicester,0.0,0.0,0.0,0.0,0.0125,0.0,0.27,0.022,0.0,0.0,0.0,0.0,0.3933333333333333,0.033,0,0.0
645,M,Brunt,4.5,4.5,Leicester,0.0,0.0,0.0,0.0,0.265,0.052,0.27,0.048,1.0,0.05,0.0,0.0,0.3933333333333333,0.054,1,0.049
646,M,McAteer,4.5,4.5,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
647,M,Rowe,4.4,4.4,Norwich,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.048,1,0.045
648,F,Dickson-Peters,4.5,4.5,Norwich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
649,G,Marschall,4.0,4.0,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
650,D,Egan-Riley,4.0,4.0,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
651,M,Oko-Flex,4.4,4.4,West Ham,0.0,0.0,2.0,0.0,1.0,0.046,2.0,0.099,0.0,0.0,1.0,0.051,4.0,0.189,4,0.202
652,D,Turns,4.0,4.0,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.555,0.023,0.0,0.0,0.555,0.038,0.555,0.024,3,0.077
653,M,Leonard,4.5,4.5,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
654,F,Ferguson,4.5,4.5,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
655,G,Pitaluga,4.0,4.0,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
656,D,Moore,4.0,4.0,Leeds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
657,M,Gray,4.5,4.5,Leeds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
658,G,Austin,4.0,4.0,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4066666666666667,0.055,0.0,0.0,1,0.045
659,D,Quansah,4.0,4.0,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
660,M,Jordão,4.5,4.5,Wolves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
661,M,Peart-Harris,4.5,4.5,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
662,F,Kayky,5.0,5.0,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.055,1,0.056
663,M,Patino,4.5,4.5,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.049,0.0,0.0,0.295,0.053,0,0.0
664,D,Simeu,4.0,4.0,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
665,G,McCracken,4.0,4.0,Norwich,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
666,D,Small,4.0,4.0,Southampton,0.0,0.0,0.0,0.0,0.5,0.026,0.0,0.0,0.5,0.011,0.555,0.0279999999999999,0.555,0.025,1,0.026
667,M,White,4.4,4.4,Spurs,0.0,0.0,0.0,0.0,1.0,0.051,0.11,0.002,0.0,0.0,0.0,0.0,0.4066666666666667,0.052,2,0.098
668,M,Conteh,4.5,4.5,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
669,D,Feeney,4.0,4.0,Aston Villa,0.0,0.0,0.0,0.0,0.3333333333333333,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
670,M,Hall,4.5,4.5,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
671,M,Vale,4.5,4.5,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
672,G,Lössl,4.5,4.5,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.038,1.0,0.036,2.0,0.082,1,0.043
673,D,Patterson,4.4,4.4,Everton,1.0,0.027,5.0,0.0,2.45,0.055,2.15,0.067,0.0,0.0,1.3100000000000005,0.123,0.9825,0.093,4,0.129
674,D,Mykolenko,5.0,5.0,Everton,63.0,2.087,61.0,0.0,72.0,2.173,70.0,3.112,14.0,0.577,74.0,2.335,73.0,2.464,55,2.292
675,D,Kamara,4.5,4.5,Watford,84.0,5.3420000000000005,44.9,0.0,86.0,2.417,43.45,2.338,18.0,0.676,40.7,1.1,40.7,2.896,74,3.138
676,D,Samir,4.5,4.5,Watford,87.0,4.67,45.6,0.0,89.0,2.113,40.15,1.903,15.0,0.475,22.0,0.5660000000000001,22.0,1.419,44,1.676
677,D,Trippier,5.0,5.0,Newcastle,35.0,0.842,63.0,0.0,32.346666666666664,3.448,91.0,1.591,27.65,1.007,32.94,2.33,30.093333333333334,3.4479999999999995,75,2.574
678,M,Kayembe,4.9,4.9,Watford,73.5,4.536,38.4,0.0,71.0,2.139,36.05,2.196,15.0,0.474,35.75,1.904,35.2,2.305,63,2.156
679,M,Chauke,4.5,4.5,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
680,M,Coutinho,7.3,7.3,Aston Villa,80.0,5.031,85.0,0.0,91.0,5.336,89.0,4.332000000000001,73.0,3.568,86.0,4.177,85.0,4.504,71,3.008
681,D,Ekwah,4.0,4.0,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
682,M,Gibbs,4.5,4.5,Norwich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
683,D,Hayden,4.0,4.0,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.021
684,D,Toti,4.5,4.5,Wolves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
685,D,Sanderson,4.0,4.0,Wolves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
686,M,Giles,4.5,4.5,Wolves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
687,G,McGill,4.0,4.0,Brighton,0.0,0.0,0.0,0.0,1.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.555,0.043,1,0.038
688,M,Chiquinho,5.5,5.5,Wolves,18.5,1.888,9.2,0.0,14.0,0.758,6.05,0.5970000000000001,11.0,0.618,6.05,0.628,6.05,0.606,12,0.545
689,D,Kenedy,4.5,4.5,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
690,G,Olsen,4.0,4.0,Aston Villa,0.0,0.0,0.0,0.0,0.4333333333333333,0.054,1.11,0.043,1.0,0.039,0.4033333333333334,0.05,0.4033333333333334,0.0489999999999999,2,0.073
691,M,Hutchinson,4.5,4.5,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
692,M,Oulad M'hand,4.5,4.5,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
693,F,Biereth,4.5,4.5,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
694,D,Alebiosu,4.0,4.0,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
695,M,Luis Díaz,8.0,8.0,Liverpool,10.5,1.5590000000000002,0.0,0.0,16.0,1.072,20.0,1.2029999999999998,1.0,0.041,6.825,1.014,8.925,0.873,17,1.061
696,M,Bruno Guimarães,5.0,5.0,Newcastle,57.0,1.782,54.0,0.0,22.476666666666663,2.236,66.0,1.831,19.95,0.632,22.77333333333333,2.018,21.146666666666665,2.086,57,1.92
697,M,Kalu,5.0,5.0,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
698,M,Eriksen,5.5,5.5,Brentford,9.0,0.403,17.0,0.0,25.0,1.176,22.0,1.121,22.0,1.008,21.0,0.862,23.0,1.071,24,1.132
699,F,Weghorst,6.5,6.5,Burnley,55.5,5.053,55.66666666666666,0.0,94.69,3.81,92.58,4.19,39.0,2.067,31.313333333333333,3.494,29.686666666666667,4.343,75,3.094
700,M,Kulusevski,6.0,6.0,Spurs,28.5,2.5700000000000003,25.0,0.0,35.0,1.78,28.42,1.235,3.0,0.109,10.166666666666666,1.567,11.386666666666663,1.529,30,1.513
701,M,Bentancur,5.0,5.0,Spurs,29.5,2.231,34.0,0.0,40.0,1.557,38.18,1.3299999999999998,4.0,0.112,12.199999999999998,1.442,15.046666666666669,1.5830000000000002,34,1.35
702,M,Chrisene,4.5,4.5,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
703,F,Delap,4.5,4.5,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
704,D,Awe,4.0,4.0,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
705,M,Mejbri,4.5,4.5,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
706,M,De Bolle,4.5,4.5,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
707,M,Charly Musonda Jr.,99.9,99.9,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.51,0.054,0.0,0.0,1,0.053
708,F,Billy Arce,99.9,99.9,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
709,M,Tudor Baluta,99.9,99.9,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.036
710,D,Julian Jeanvier,99.9,99.9,Brentford,0.0,0.0,0.0,0.0,1.0,0.048,0.0,0.0,1.0,0.041,1.0,0.033,1.0,0.044,0,0.0
711,G,Loris Karius,99.9,99.9,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
712,G,Lee Grant,99.9,99.9,Man Utd,0.0,0.0,1.0,0.0,1.0,0.036,1.0,0.043,0.0,0.0,0.0,0.0,1.0,0.043,0,0.0
713,G,Matija Sarkic,99.9,99.9,Wolves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0479999999999999,1,0.037
714,G,David Martin,99.9,99.9,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.089,0.0,0.0,0,0.0
715,G,David Martin,99.9,99.9,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.089,0.0,0.0,0,0.0
